type,lat,lon,start_year,life_years,total_mass_ton,area_m2,volume_m3,annual_msw_ton,annual_ch4_tonnes,annual_co2e_tonnes,center_x_px,center_y_px,image_name,radius
Wild,44.066755,19.766235,2005,20,500.0,200.0,500.0,25.0,0.02,0.4,195.7,378.86,tile_block_463_136.jpg,8.92
Wild,44.081489,19.767743,2005,20,2.0,40.0,100.0,0.1,0.0,0.0,340.95,280.16,tile_block_460_136.jpg,3.99
Wild,44.040892,19.841212,2005,20,1.5,300.0,750.0,0.07,0.0,0.0,15.81,266.66,tile_block_469_148.jpg,10.93
Wild,44.113851,19.920256,2005,20,0.2,50.0,125.0,0.01,0.0,0.0,311.03,441.12,tile_block_453_160.jpg,4.46
Wild,44.079634,19.920066,2005,20,0.5,300.0,750.0,0.03,0.0,0.0,245.97,145.41,tile_block_461_160.jpg,10.93
Wild,44.113897,19.920127,2005,20,0.2,30.0,75.0,0.01,0.0,0.0,300.77,435.87,tile_block_453_160.jpg,3.45
Wild,44.079744,19.916863,2005,20,0.7,200.0,500.0,0.03,0.0,0.0,501.67,129.83,tile_block_461_159.jpg,8.92
Wild,44.09515,19.918123,2005,20,0.5,200.0,500.0,0.03,0.0,0.0,113.04,468.0,tile_block_457_160.jpg,8.92
Wild,44.0965,19.919481,2005,20,60.0,300.0,750.0,3.0,0.0,0.05,223.71,319.49,tile_block_457_160.jpg,10.93
Wild,44.002422,20.001884,2005,20,4.0,400.0,1000.0,0.2,0.0,0.0,37.04,99.94,tile_block_478_173.jpg,12.62
Wild,44.013427,19.994784,2005,20,3.0,300.0,750.0,0.15,0.0,0.0,506.73,406.71,tile_block_475_171.jpg,10.93
Wild,43.978899,19.997165,2005,20,3.0,400.0,1000.0,0.15,0.0,0.0,138.95,148.01,tile_block_483_172.jpg,12.62
Wild,43.978923,20.004011,2005,20,2.0,300.0,750.0,0.1,0.0,0.0,176.05,151.99,tile_block_483_173.jpg,10.93
Wild,43.985056,19.997586,2005,20,3.0,60.0,150.0,0.15,0.0,0.0,181.03,488.57,tile_block_481_172.jpg,4.89
Wild,44.058864,19.933011,2005,20,0.5,500.0,1250.0,0.03,0.0,0.0,228.56,417.84,tile_block_465_162.jpg,14.1
Wild,44.05339,19.95181,2005,20,0.8,300.0,750.0,0.04,0.0,0.0,190.53,21.17,tile_block_467_165.jpg,10.93
Wild,44.028074,19.76531,2005,20,1.5,40.0,100.0,0.07,0.0,0.0,57.24,66.03,tile_block_472_136.jpg,3.99
Wild,44.002235,19.79818,2005,20,1.5,300.0,750.0,0.07,0.0,0.0,89.51,414.87,tile_block_477_141.jpg,10.93
Wild,43.997005,19.811077,2005,20,1.0,500.0,1250.0,0.05,0.0,0.0,91.11,498.75,tile_block_478_143.jpg,14.1
Wild,44.003952,19.793309,2005,20,1.5,300.0,750.0,0.07,0.0,0.0,213.78,218.47,tile_block_477_140.jpg,10.93
Wild,44.006085,19.793523,2005,20,1.0,200.0,500.0,0.05,0.0,0.0,234.41,493.81,tile_block_476_140.jpg,8.92
Wild,44.048676,19.964703,2005,20,0.5,200.0,500.0,0.03,0.0,0.0,192.72,45.8,tile_block_468_167.jpg,8.92
Wild,44.001157,19.978183,2005,20,2.0,300.0,750.0,0.1,0.0,0.0,183.16,217.17,tile_block_478_169.jpg,10.93
Wild,44.001474,19.972403,2005,20,1.5,300.0,750.0,0.07,0.0,0.0,232.2,176.2,tile_block_478_168.jpg,10.93
Wild,43.996658,19.978183,2005,20,2.0,400.0,1000.0,0.1,0.0,0.0,176.97,204.86,tile_block_479_169.jpg,12.62
Wild,44.001157,19.972469,2005,20,2.0,400.0,1000.0,0.1,0.0,0.0,237.06,211.48,tile_block_478_168.jpg,12.62
Wild,43.986348,19.929665,2005,20,0.5,300.0,750.0,0.03,0.0,0.0,367.98,276.64,tile_block_481_161.jpg,10.93
Wild,43.986646,19.937408,2005,20,0.7,300.0,750.0,0.03,0.0,0.0,477.34,251.57,tile_block_481_162.jpg,10.93
Wild,43.968258,19.956138,2005,20,0.5,200.0,500.0,0.03,0.0,0.0,417.51,265.07,tile_block_485_165.jpg,8.92
Wild,44.045523,19.749108,2005,20,1.0,200.0,500.0,0.05,0.0,0.0,324.28,156.4,tile_block_468_133.jpg,8.92
Wild,44.050409,19.759605,2005,20,3.0,150.0,375.0,0.15,0.0,0.0,149.4,138.43,tile_block_467_135.jpg,7.73
Wild,43.98392,20.689295,2005,20,138.0,30.0,75.0,6.9,0.0,0.11,355.77,32.21,tile_block_483_280.jpg,3.45
Wild,43.991615,20.674529,2005,20,124.0,25.0,62.5,6.2,0.0,0.1,198.97,196.98,tile_block_481_278.jpg,3.15
Wild,43.991615,20.674529,2005,20,138.0,22.0,55.0,6.9,0.0,0.11,198.97,196.98,tile_block_481_278.jpg,2.96
Wild,43.943746,20.639272,2005,20,126.0,20.0,50.0,6.3,0.0,0.1,420.63,381.9,tile_block_491_272.jpg,2.82
Wild,46.074768,20.22916,2005,20,750.0,8000.0,20000.0,37.5,0.02,0.6,481.59,482.41,tile_block_28_212.jpg,56.42
Wild,46.068148,20.218407,2005,20,200.0,2000.0,5000.0,10.0,0.01,0.16,154.86,185.83,tile_block_30_211.jpg,28.21
Wild,46.04259,20.14693,2005,20,300.0,5000.0,12500.0,15.0,0.01,0.24,228.6,408.72,tile_block_35_200.jpg,44.6
Wild,46.044925,20.153277,2005,20,80.0,1000.0,2500.0,4.0,0.0,0.06,210.44,154.53,tile_block_35_201.jpg,19.95
Wild,46.046499,20.113008,2005,20,600.0,6000.0,15000.0,30.0,0.02,0.48,168.81,457.71,tile_block_34_195.jpg,48.86
Wild,46.046195,20.110046,2005,20,350.0,4000.0,10000.0,17.5,0.01,0.28,451.27,488.93,tile_block_34_194.jpg,39.89
Wild,46.131088,20.10058,2005,20,200.0,2500.0,6250.0,10.0,0.01,0.16,337.59,264.4,tile_block_16_193.jpg,31.54
Wild,46.132446,20.100229,2005,20,460.0,8000.0,20000.0,23.0,0.01,0.37,312.18,113.21,tile_block_16_193.jpg,56.42
Wild,46.132428,20.102671,2005,20,100.0,1500.0,3750.0,5.0,0.0,0.08,500.8,117.34,tile_block_16_193.jpg,24.43
Wild,46.162716,20.098937,2005,20,120.0,3000.0,7500.0,6.0,0.0,0.1,250.52,332.8,tile_block_9_193.jpg,34.55
Wild,46.164244,20.099439,2005,20,200.0,4000.0,10000.0,10.0,0.01,0.16,291.2,163.46,tile_block_9_193.jpg,39.89
Wild,46.164827,20.100536,2005,20,400.0,6000.0,15000.0,20.0,0.01,0.32,376.63,99.65,tile_block_9_193.jpg,48.86
Wild,46.163212,20.098594,2005,20,800.0,7000.0,17500.0,40.0,0.03,0.64,224.67,277.39,tile_block_9_193.jpg,52.78
Wild,43.20447,20.54483,2005,20,1.2,300.0,750.0,0.06,0.0,0.0,72.08,16.2,tile_block_652_257.jpg,10.93
Wild,43.11717,20.37223,2005,20,1.2,300.0,750.0,0.06,0.0,0.0,313.77,404.31,tile_block_670_229.jpg,10.93
Wild,43.038061,20.467897,2005,20,0.2,200.0,500.0,0.01,0.0,0.0,360.9,27.22,tile_block_688_244.jpg,8.92
Wild,43.14351,20.50411,2005,20,11.0,200.0,500.0,0.55,0.0,0.01,307.99,111.13,tile_block_665_250.jpg,8.92
Wild,43.17702,20.53881,2005,20,0.4,10.0,25.0,0.02,0.0,0.0,78.23,501.9,tile_block_657_256.jpg,1.99
Wild,43.113764,20.324439,2005,20,10.0,150.0,375.0,0.5,0.0,0.01,6.75,240.32,tile_block_671_222.jpg,7.73
Wild,43.16229,20.404549,2005,20,0.5,120.0,300.0,0.03,0.0,0.0,418.64,20.85,tile_block_661_234.jpg,6.91
Wild,46.163193,20.39242,2005,20,32.0,500.0,1250.0,1.6,0.0,0.03,381.21,494.98,tile_block_9_237.jpg,14.1
Wild,43.157036,20.42325,2005,20,1.2,100.0,250.0,0.06,0.0,0.0,398.9,102.95,tile_block_662_237.jpg,6.31
Wild,43.172126,20.353543,2005,20,1.0,100.0,250.0,0.05,0.0,0.0,376.6,433.8,tile_block_658_226.jpg,6.31
Wild,43.0964652,22.3841279,2005,20,15.0,350.0,875.0,0.75,0.0,0.01,187.08,429.14,tile_block_673_549.jpg,11.8
Wild,43.0527758,22.4393377,2005,20,10.0,250.0,625.0,0.5,0.0,0.01,155.44,85.28,tile_block_683_558.jpg,9.97
Wild,43.0417128,22.3948157,2005,20,20.0,300.0,750.0,1.0,0.0,0.02,133.98,351.08,tile_block_685_551.jpg,10.93
Wild,43.0776286,22.3876255,2005,20,12.0,250.0,625.0,0.6,0.0,0.01,506.34,468.28,tile_block_677_549.jpg,9.97
Wild,43.0645658,22.4292177,2005,20,5.0,200.0,500.0,0.25,0.0,0.0,332.97,326.07,tile_block_680_556.jpg,8.92
Wild,43.031589,22.4318007,2005,20,3.0,70.0,175.0,0.15,0.0,0.0,93.77,400.61,tile_block_687_557.jpg,5.28
Wild,43.0233537,22.4438814,2005,20,7.0,200.0,500.0,0.35,0.0,0.01,69.69,274.3,tile_block_689_559.jpg,8.92
Wild,43.0862243,22.3738443,2005,20,1.0,25.0,62.5,0.05,0.0,0.0,392.81,44.17,tile_block_676_547.jpg,3.15
Wild,43.1150919,22.3524775,2005,20,5.0,100.0,250.0,0.25,0.0,0.0,137.92,450.63,tile_block_669_544.jpg,6.31
Wild,43.10883,22.3547038,2005,20,1.0,30.0,75.0,0.05,0.0,0.0,330.29,119.11,tile_block_671_544.jpg,3.45
Wild,43.0482803,22.3939167,2005,20,3.0,100.0,250.0,0.15,0.0,0.0,48.64,134.97,tile_block_684_551.jpg,6.31
Wild,43.0183932,22.2709927,2005,20,40.0,480.0,1200.0,2.0,0.0,0.03,327.22,28.92,tile_block_691_531.jpg,13.82
Wild,43.0209661,22.2614977,2005,20,15.0,250.0,625.0,0.75,0.0,0.01,61.22,266.86,tile_block_690_530.jpg,9.97
Wild,44.538172,19.980077,2005,20,5.6,20.0,50.0,0.28,0.0,0.0,52.26,474.89,tile_block_361_171.jpg,2.82
Wild,44.53891,19.99103,2005,20,5.6,20.0,50.0,0.28,0.0,0.0,411.45,403.72,tile_block_361_172.jpg,2.82
Wild,44.54793,19.94262,2005,20,5.6,20.0,50.0,0.28,0.0,0.0,162.48,377.14,tile_block_359_165.jpg,2.82
Wild,44.542025,19.916491,2005,20,5.6,20.0,50.0,0.28,0.0,0.0,126.28,493.86,tile_block_360_161.jpg,2.82
Wild,44.569897,19.946959,2005,20,5.6,20.0,50.0,0.28,0.0,0.0,26.61,501.52,tile_block_354_166.jpg,2.82
Wild,43.0,21.0,2005,20,10.0,150.0,375.0,0.5,0.0,0.01,185.0,295.2,tile_block_696_329.jpg,7.73
Wild,43.46407,21.093966,2005,20,15.0,200.0,500.0,0.75,0.0,0.01,106.12,466.63,tile_block_595_344.jpg,8.92
Wild,43.46406056,21.9401652,2005,20,35.0,300.0,750.0,1.75,0.0,0.03,461.28,42.72,tile_block_595_477.jpg,10.93
Wild,43.463239,21.033597,2005,20,8.0,200.0,500.0,0.4,0.0,0.01,342.77,50.66,tile_block_596_334.jpg,8.92
Wild,43.46278976,21.3266256,2005,20,20.0,1200.0,3000.0,1.0,0.0,0.02,495.05,49.3,tile_block_596_380.jpg,21.85
Wild,43.463827,21.034756,2005,20,35.0,800.0,2000.0,1.75,0.0,0.03,436.5,497.32,tile_block_595_334.jpg,17.84
Wild,43.51219816,21.111538,2005,20,15.0,800.0,2000.0,0.75,0.0,0.01,496.4,239.87,tile_block_585_346.jpg,17.84
Wild,43.513211,21.112852,2005,20,20.0,1000.0,2500.0,1.0,0.0,0.02,90.45,127.24,tile_block_585_347.jpg,19.95
Wild,43.444056,21.064472,2005,20,8.0,150.0,375.0,0.4,0.0,0.01,282.01,131.6,tile_block_600_339.jpg,7.73
Wild,43.444282,21.053731,2005,20,40.0,1500.0,3750.0,2.0,0.0,0.03,436.84,107.12,tile_block_600_337.jpg,24.43
Wild,43.445938,21.014936,2005,20,35.0,1500.0,3750.0,1.75,0.0,0.03,369.57,436.5,tile_block_599_331.jpg,24.43
Wild,43.451474,21.022498,2005,20,18.0,800.0,2000.0,0.9,0.0,0.01,469.29,333.55,tile_block_598_332.jpg,17.84
Wild,43.475572,21.110562,2005,20,30.0,600.0,1500.0,1.5,0.0,0.02,422.91,211.6,tile_block_593_346.jpg,15.45
Wild,43.480935,21.100502,2005,20,45.0,1500.0,3750.0,2.25,0.0,0.04,120.57,129.03,tile_block_592_345.jpg,24.43
Wild,43.451964,20.594849,2005,20,13.0,150.0,375.0,0.65,0.0,0.01,172.87,199.67,tile_block_598_265.jpg,7.73
Wild,43.453368,20.595554,2005,20,25.0,300.0,750.0,1.25,0.0,0.02,230.67,44.02,tile_block_598_265.jpg,10.93
Wild,43.483582,21.010835,2005,20,5.0,200.0,500.0,0.25,0.0,0.0,37.19,351.91,tile_block_591_331.jpg,8.92
Wild,43.483765,21.012197,2005,20,15.0,800.0,2000.0,0.75,0.0,0.01,147.32,331.57,tile_block_591_331.jpg,17.84
Wild,45.6487,20.5901,2005,20,580.0,14000.0,35000.0,29.0,0.02,0.47,501.24,411.44,tile_block_121_266.jpg,74.64
Wild,45.6643,20.5674,2005,20,340.0,8000.0,20000.0,17.0,0.01,0.27,277.79,204.98,tile_block_118_263.jpg,56.42
Wild,45.7132,20.6885,2005,20,1150.0,20000.0,50000.0,57.5,0.04,0.93,4.52,447.97,tile_block_107_282.jpg,89.21
Wild,45.6896,20.5393,2005,20,250.0,20000.0,50000.0,12.5,0.01,0.2,152.99,453.94,tile_block_112_259.jpg,89.21
Wild,45.6677,20.651,2005,20,320.0,10000.0,25000.0,16.0,0.01,0.26,135.81,371.01,tile_block_117_276.jpg,63.08
Wild,45.41111,19.23674,2005,20,8.0,7500.0,18750.0,0.4,0.0,0.01,450.82,288.64,tile_block_170_59.jpg,54.63
Wild,45.30242,19.14547,2005,20,120.0,3521.0,8802.5,6.0,0.0,0.1,198.85,426.78,tile_block_193_45.jpg,37.43
Wild,45.38672,19.09569,2005,20,3.0,3000.0,7500.0,0.15,0.0,0.0,101.63,186.58,tile_block_175_38.jpg,34.55
Wild,45.41814,19.29103,2005,20,15.0,6004.0,15010.0,0.75,0.0,0.01,107.56,111.34,tile_block_169_68.jpg,48.88
Wild,45.41704,19.29154,2005,20,30.0,14540.0,36350.0,1.5,0.0,0.02,144.87,234.4,tile_block_169_68.jpg,76.06
Wild,45.40346,19.30202,2005,20,5.0,85.0,212.5,0.25,0.0,0.0,420.98,224.43,tile_block_172_69.jpg,5.82
Wild,45.41685,19.11079,2005,20,5.0,1770.0,4425.0,0.25,0.0,0.0,338.32,451.17,tile_block_168_40.jpg,26.54
Wild,45.40997,19.08663,2005,20,35.0,448.0,1120.0,1.75,0.0,0.03,477.83,146.81,tile_block_170_36.jpg,13.35
Wild,45.41125,19.09714,2005,20,8.0,2320.0,5800.0,0.4,0.0,0.01,279.61,24.12,tile_block_170_38.jpg,30.38
Wild,45.461023,20.056917,2005,20,30.0,150.0,375.0,1.5,0.0,0.02,182.17,431.18,tile_block_161_185.jpg,7.73
Wild,45.461986,20.077753,2005,20,25.0,300.0,750.0,1.25,0.0,0.02,276.37,343.1,tile_block_161_188.jpg,10.93
Wild,45.373415,20.081358,2005,20,30.0,120.0,300.0,1.5,0.0,0.02,445.83,458.15,tile_block_180_188.jpg,6.91
Wild,45.476733,20.043463,2005,20,75.0,600.0,1500.0,3.75,0.0,0.06,175.1,209.43,tile_block_158_183.jpg,15.45
Wild,45.480886,20.061799,2005,20,25.0,300.0,750.0,1.25,0.0,0.02,77.61,276.94,tile_block_157_186.jpg,10.93
Wild,45.318871,20.07127,2005,20,190.0,750.0,1875.0,9.5,0.01,0.15,98.04,364.59,tile_block_192_187.jpg,17.27
Wild,45.333738,20.069832,2005,20,60.0,200.0,500.0,3.0,0.0,0.05,4.41,247.66,tile_block_189_187.jpg,8.92
Wild,45.380022,20.109811,2005,20,25.0,500.0,1250.0,1.25,0.0,0.02,121.86,261.18,tile_block_179_193.jpg,14.1
Wild,45.378521,20.103446,2005,20,25.0,500.0,1250.0,1.25,0.0,0.02,133.67,422.4,tile_block_179_192.jpg,14.1
Wild,45.373415,20.061799,2005,20,50.0,250.0,625.0,2.5,0.0,0.04,450.33,440.48,tile_block_180_185.jpg,9.97
Wild,43.736284,22.292902,2005,20,79.0,750.0,1875.0,3.95,0.0,0.06,364.7,146.64,tile_block_535_532.jpg,17.27
Wild,44.102436,22.470375,2005,20,0.1,1.0,2.5,0.01,0.0,0.0,108.42,200.69,tile_block_455_559.jpg,0.63
Wild,44.09979,22.450497,2005,20,0.1,1.0,2.5,0.01,0.0,0.0,58.63,10.81,tile_block_456_556.jpg,0.63
Wild,44.111368,22.275971,2005,20,0.1,1.0,2.5,0.01,0.0,0.0,405.57,492.18,tile_block_453_528.jpg,0.63
Wild,44.111837,22.270837,2005,20,63.0,500.0,1250.0,3.15,0.0,0.05,505.92,446.44,tile_block_453_527.jpg,14.1
Wild,44.099165,22.277549,2005,20,3.5,400.0,1000.0,0.17,0.0,0.0,40.88,309.61,tile_block_456_529.jpg,12.62
Wild,43.922792,22.175462,2005,20,56.0,200.0,500.0,2.8,0.0,0.05,341.01,52.91,tile_block_495_513.jpg,8.92
Wild,43.911551,22.172858,2005,20,262.5,1000.0,2500.0,13.12,0.01,0.21,149.69,280.38,tile_block_497_513.jpg,19.95
Wild,44.118862,22.277391,2005,20,35.0,800.0,2000.0,1.75,0.0,0.03,506.28,170.05,tile_block_452_528.jpg,17.84
Wild,44.119278,22.277547,2005,20,87.5,500.0,1250.0,4.38,0.0,0.07,6.05,123.65,tile_block_452_529.jpg,14.1
Wild,44.029169,22.386374,2005,20,287.0,2100.0,5250.0,14.35,0.01,0.23,178.22,263.14,tile_block_471_546.jpg,28.91
Wild,44.020998,22.383002,2005,20,80.5,450.0,1125.0,4.03,0.0,0.06,435.23,151.23,tile_block_473_545.jpg,13.38
Wild,43.808645,22.242174,2005,20,52.5,400.0,1000.0,2.62,0.0,0.04,255.06,364.39,tile_block_519_524.jpg,12.62
Wild,43.815496,22.266648,2005,20,42.0,300.0,750.0,2.1,0.0,0.03,163.91,85.65,tile_block_518_528.jpg,10.93
Wild,43.846811,22.2975,2005,20,63.0,390.0,975.0,3.15,0.0,0.05,30.56,153.18,tile_block_511_533.jpg,12.46
Wild,43.859674,22.298967,2005,20,280.0,1500.0,3750.0,14.0,0.01,0.23,126.04,258.68,tile_block_508_533.jpg,24.43
Wild,43.86264,22.286235,2005,20,231.0,1100.0,2750.0,11.55,0.01,0.19,121.72,457.26,tile_block_507_531.jpg,20.92
Wild,43.973055,22.390555,2005,20,31.5,1000.0,2500.0,1.57,0.0,0.03,106.36,346.02,tile_block_483_547.jpg,19.95
Wild,43.969091,22.342124,2005,20,26.0,100.0,250.0,1.3,0.0,0.02,324.82,338.63,tile_block_484_539.jpg,6.31
Wild,44.035636,22.316249,2005,20,70.0,800.0,2000.0,3.5,0.0,0.06,179.24,148.99,tile_block_470_535.jpg,17.84
Wild,44.111444,22.467062,2005,20,105.0,1500.0,3750.0,5.25,0.0,0.08,337.43,228.89,tile_block_453_558.jpg,24.43
Wild,44.050659,22.319834,2005,20,385.0,1960.0,4900.0,19.25,0.01,0.31,439.77,11.79,tile_block_467_535.jpg,27.93
Wild,43.775404,22.133596,2005,20,25.2,360.0,900.0,1.26,0.0,0.02,276.46,85.65,tile_block_527_507.jpg,11.97
Wild,43.754999,22.129471,2005,20,21.0,200.0,500.0,1.05,0.0,0.02,487.4,308.45,tile_block_531_506.jpg,8.92
Wild,43.758873,22.127142,2005,20,234.5,1500.0,3750.0,11.72,0.01,0.19,294.05,392.74,tile_block_530_506.jpg,24.43
Wild,43.811466,22.176098,2005,20,110.25,1260.0,3150.0,5.51,0.0,0.09,55.97,128.73,tile_block_519_514.jpg,22.39
Wild,43.827655,22.189484,2005,20,70.0,500.0,1250.0,3.5,0.0,0.06,82.73,363.31,tile_block_515_516.jpg,14.1
Wild,43.866816,22.197346,2005,20,14.0,200.0,500.0,0.7,0.0,0.01,139.92,100.74,tile_block_507_517.jpg,8.92
Wild,44.08944,22.302987,2005,20,52.5,600.0,1500.0,2.62,0.0,0.04,46.07,333.86,tile_block_458_533.jpg,15.45
Wild,43.738105,22.313024,2005,20,595.0,2000.0,5000.0,29.75,0.02,0.48,445.91,430.92,tile_block_534_535.jpg,28.21
Wild,44.038622,22.455426,2005,20,175.0,800.0,2000.0,8.75,0.01,0.14,61.21,141.8,tile_block_469_557.jpg,17.84
Wild,43.74252,22.217005,2005,20,385.0,1350.0,3375.0,19.25,0.01,0.31,386.6,58.61,tile_block_534_520.jpg,23.18
Wild,43.738904,22.216422,2005,20,262.5,900.0,2250.0,13.12,0.01,0.21,345.55,460.91,tile_block_534_520.jpg,18.92
Wild,44.131029,22.38005,2005,20,105.0,1000.0,2500.0,5.25,0.0,0.08,505.83,222.01,tile_block_449_544.jpg,19.95
Wild,44.139702,22.383143,2005,20,14.0,200.0,500.0,0.7,0.0,0.01,225.07,278.53,tile_block_447_545.jpg,8.92
Wild,44.134933,22.379565,2005,20,17.5,200.0,500.0,0.88,0.0,0.01,459.76,301.04,tile_block_448_544.jpg,8.92
Wild,44.134016,22.390385,2005,20,8.8,100.0,250.0,0.44,0.0,0.01,303.01,388.32,tile_block_448_546.jpg,6.31
Wild,43.963271,22.241673,2005,20,84.0,800.0,2000.0,4.2,0.0,0.07,468.72,87.21,tile_block_486_523.jpg,17.84
Wild,44.836003,22.128698,2005,20,245.0,1200.0,3000.0,12.25,0.01,0.2,309.11,45.72,tile_block_297_503.jpg,21.85
Wild,44.028671,22.274187,2005,20,140.0,1000.0,2500.0,7.0,0.0,0.11,404.9,463.55,tile_block_471_528.jpg,19.95
Wild,44.108059,22.329351,2005,20,1960.0,8500.0,21250.0,98.0,0.06,1.58,75.22,280.1,tile_block_454_537.jpg,58.16
Wild,43.697636,22.329739,2005,20,28.0,400.0,1000.0,1.4,0.0,0.02,328.02,296.09,tile_block_543_538.jpg,12.62
Wild,44.098241,22.452857,2005,20,0.1,1.0,2.5,0.01,0.0,0.0,250.56,179.53,tile_block_456_556.jpg,0.63
Wild,44.00384,22.345843,2005,20,164.5,1000.0,2500.0,8.22,0.01,0.13,48.17,58.25,tile_block_477_540.jpg,19.95
Wild,44.089288,22.358639,2005,20,989.0,2826.0,7065.0,49.45,0.03,0.8,405.53,278.73,tile_block_458_541.jpg,33.53
Wild,43.946776,22.342124,2005,20,17.5,300.0,750.0,0.88,0.0,0.01,365.12,257.12,tile_block_489_539.jpg,10.93
Wild,43.913703,22.330738,2005,20,420.0,2200.0,5500.0,21.0,0.01,0.34,22.64,361.25,tile_block_496_538.jpg,29.59
Wild,43.924811,22.335923,2005,20,28.0,280.0,700.0,1.4,0.0,0.02,418.99,144.79,tile_block_494_538.jpg,10.56
Wild,44.056832,22.434742,2005,20,420.0,2000.0,5000.0,21.0,0.01,0.34,416.72,196.28,tile_block_465_553.jpg,28.21
Wild,43.790751,22.30789,2005,20,10.5,100.0,250.0,0.53,0.0,0.01,452.14,222.35,tile_block_523_534.jpg,6.31
Wild,43.789357,22.29458,2005,20,49.0,180.0,450.0,2.45,0.0,0.04,407.69,394.01,tile_block_523_532.jpg,8.46
Wild,43.798417,22.308223,2005,20,87.5,600.0,1500.0,4.38,0.0,0.07,465.48,394.5,tile_block_521_534.jpg,15.45
Wild,43.974719,22.299872,2005,20,665.0,3000.0,7500.0,33.25,0.02,0.54,509.66,279.8,tile_block_483_532.jpg,34.55
Wild,43.710767,22.284131,2005,20,63.0,320.0,800.0,3.15,0.0,0.05,214.29,431.64,tile_block_540_531.jpg,11.28
Wild,43.711554,22.291856,2005,20,28.0,300.0,750.0,1.4,0.0,0.02,323.28,334.56,tile_block_540_532.jpg,10.93
Wild,43.762731,22.264469,2005,20,52.5,200.0,500.0,2.62,0.0,0.04,78.18,316.66,tile_block_529_528.jpg,8.92
Wild,43.873432,22.33446,2005,20,63.0,400.0,1000.0,3.15,0.0,0.05,393.72,221.2,tile_block_505_538.jpg,12.62
Wild,43.902339,22.248269,2005,20,35.0,300.0,750.0,1.75,0.0,0.03,76.19,190.79,tile_block_499_525.jpg,10.93
Wild,43.906169,22.289611,2005,20,700.0,3000.0,7500.0,35.0,0.02,0.56,317.57,226.41,tile_block_498_531.jpg,34.55
Wild,44.017573,22.352063,2005,20,121.5,630.0,1575.0,6.08,0.0,0.1,9.81,60.78,tile_block_474_541.jpg,15.83
Wild,43.833773,22.199263,2005,20,52.5,400.0,1000.0,2.62,0.0,0.04,347.18,184.45,tile_block_514_517.jpg,12.62
Wild,42.3659,21.955,2005,20,1.0,3450.0,8625.0,0.05,0.0,0.0,485.46,121.38,tile_block_833_482.jpg,37.05
Wild,42.3694,22.0761,2005,20,2.5,3700.0,9250.0,0.12,0.0,0.0,212.24,125.63,tile_block_832_502.jpg,38.37
Wild,42.3576,22.0866,2005,20,2.0,3300.0,8250.0,0.1,0.0,0.0,69.53,400.88,tile_block_834_504.jpg,36.24
Wild,45.4074,22.1678,2005,20,2.0,3000.0,7500.0,0.1,0.0,0.0,434.83,13.75,tile_block_173_507.jpg,34.55
Wild,42.338,22.1008,2005,20,2.0,3000.0,7500.0,0.1,0.0,0.0,243.13,2.17,tile_block_839_506.jpg,34.55
Wild,42.4033,22.199,2005,20,2.5,2800.0,7000.0,0.12,0.0,0.0,38.52,322.01,tile_block_824_522.jpg,33.38
Wild,42.3809,21.9738,2005,20,2.0,3000.0,7500.0,0.1,0.0,0.0,478.42,486.25,tile_block_829_485.jpg,34.55
Wild,42.4239,22.2535,2005,20,3.5,3000.0,7500.0,0.17,0.0,0.0,393.8,17.86,tile_block_820_530.jpg,34.55
Wild,42.3926,22.1286,2005,20,2.5,3000.0,7500.0,0.12,0.0,0.0,404.79,53.49,tile_block_827_510.jpg,34.55
Wild,42.3634,22.0878,2005,20,2.0,3200.0,8000.0,0.1,0.0,0.0,160.12,267.6,tile_block_833_504.jpg,35.68
Wild,42.3852,22.0276,2005,20,1.5,2500.0,6250.0,0.07,0.0,0.0,293.62,468.64,tile_block_828_494.jpg,31.54
Wild,42.3868,22.0227,2005,20,1.0,500.0,1250.0,0.05,0.0,0.0,400.13,295.85,tile_block_828_493.jpg,14.1
Wild,43.6692,21.8736,2005,20,12.0,11270.0,28175.0,0.6,0.0,0.01,469.21,358.57,tile_block_550_466.jpg,66.96
Wild,43.6559,21.9901,2005,20,6.0,200.0,500.0,0.3,0.0,0.0,150.91,194.21,tile_block_553_485.jpg,8.92
Wild,43.6616,21.9753,2005,20,10.0,320.0,800.0,0.5,0.0,0.01,486.05,87.29,tile_block_552_482.jpg,11.28
Wild,43.6284,21.9359,2005,20,8.0,750.0,1875.0,0.4,0.0,0.01,422.84,227.12,tile_block_559_476.jpg,17.27
Wild,43.731,21.7705,2005,20,20.0,4000.0,10000.0,1.0,0.0,0.02,285.65,233.26,tile_block_537_450.jpg,39.89
Wild,43.6815,21.9387,2005,20,5.0,420.0,1050.0,0.25,0.0,0.0,70.03,471.18,tile_block_547_477.jpg,12.93
Wild,43.7097,21.8678,2005,20,3.0,450.0,1125.0,0.15,0.0,0.0,466.56,473.45,tile_block_541_465.jpg,13.38
Wild,43.7127,21.8581,2005,20,5.0,500.0,1250.0,0.25,0.0,0.0,193.63,148.39,tile_block_541_464.jpg,14.1
Wild,43.4207,21.5608,2005,20,8.0,220.0,550.0,0.4,0.0,0.01,13.83,14.75,tile_block_605_418.jpg,9.36
Wild,43.3954,21.5437,2005,20,6.0,1250.0,3125.0,0.3,0.0,0.0,183.91,273.65,tile_block_610_415.jpg,22.3
