type,lat,lon,start_year,life_years,total_mass_ton,area_m2,volume_m3,annual_msw_ton,annual_ch4_tonnes,annual_co2e_tonnes,center_x_px,center_y_px,image_name,radius
Wild,44.9378,21.3151,2005,20,600.0,8000.0,20000.0,30.0,0.02,0.48,470.56,60.91,tile_block_276_377.jpg,56.42
Wild,44.9295,21.2943,2005,20,7.0,100.0,250.0,0.35,0.0,0.01,368.77,477.08,tile_block_277_374.jpg,6.31
Wild,44.8778,21.2542,2005,20,53.76,800.0,2000.0,2.69,0.0,0.04,294.39,86.9,tile_block_289_368.jpg,17.84
Wild,44.8965,21.5441,2005,20,18.3,500.0,1250.0,0.92,0.0,0.01,137.54,457.05,tile_block_284_413.jpg,14.1
Wild,44.899364,21.551413,2005,20,15.0,600.0,1500.0,0.75,0.0,0.01,200.79,135.01,tile_block_284_414.jpg,15.45
Wild,44.9312,21.487,2005,20,300.0,4000.0,10000.0,15.0,0.01,0.24,213.96,215.02,tile_block_277_404.jpg,39.89
Wild,44.8764,21.465,2005,20,200.0,2000.0,5000.0,10.0,0.01,0.16,48.82,168.68,tile_block_289_401.jpg,28.21
Wild,44.894,21.4426,2005,20,0.67,20.0,50.0,0.03,0.0,0.0,316.91,271.47,tile_block_285_397.jpg,2.82
Wild,44.8745,21.3285,2005,20,1.0,500.0,1250.0,0.05,0.0,0.0,20.28,432.42,tile_block_289_380.jpg,14.1
Wild,44.8779,21.3798,2005,20,2.0,100.0,250.0,0.1,0.0,0.0,486.56,37.06,tile_block_289_387.jpg,6.31
Wild,44.8642,21.3568,2005,20,1.2,18.0,45.0,0.06,0.0,0.0,212.65,31.16,tile_block_292_384.jpg,2.68
Wild,43.0,22.0,2005,20,25.0,200.0,500.0,1.25,0.0,0.02,285.65,322.07,tile_block_695_488.jpg,8.92
Wild,43.0,22.0,2005,20,100.0,800.0,2000.0,5.0,0.0,0.08,285.65,322.07,tile_block_695_488.jpg,17.84
Wild,43.0,22.0,2005,20,15.0,150.0,375.0,0.75,0.0,0.01,285.65,322.07,tile_block_695_488.jpg,7.73
Wild,43.0,22.0,2005,20,70.0,2000.0,5000.0,3.5,0.0,0.06,285.65,322.07,tile_block_695_488.jpg,28.21
Wild,43.0,22.0,2005,20,15.0,200.0,500.0,0.75,0.0,0.01,285.65,322.07,tile_block_695_488.jpg,8.92
Wild,43.0,22.0,2005,20,130.0,800.0,2000.0,6.5,0.0,0.1,285.65,322.07,tile_block_695_488.jpg,17.84
Wild,43.0,22.0,2005,20,8.0,150.0,375.0,0.4,0.0,0.01,285.65,322.07,tile_block_695_488.jpg,7.73
Wild,43.0,22.0,2005,20,10.0,200.0,500.0,0.5,0.0,0.01,285.65,322.07,tile_block_695_488.jpg,8.92
Wild,43.0,22.0,2005,20,15.0,150.0,375.0,0.75,0.0,0.01,285.65,322.07,tile_block_695_488.jpg,7.73
Wild,43.0,22.0,2005,20,10.0,100.0,250.0,0.5,0.0,0.01,285.65,322.07,tile_block_695_488.jpg,6.31
Wild,43.0,22.0,2005,20,60.0,250.0,625.0,3.0,0.0,0.05,285.65,322.07,tile_block_695_488.jpg,9.97
Wild,43.0,22.0,2005,20,18.0,4000.0,10000.0,0.9,0.0,0.01,285.65,322.07,tile_block_695_488.jpg,39.89
Wild,43.0,22.0,2005,20,90.0,300.0,750.0,4.5,0.0,0.07,285.65,322.07,tile_block_695_488.jpg,10.93
Wild,45.3434465,20.833307,2005,20,70.0,3000.0,7500.0,3.5,0.0,0.06,437.77,88.38,tile_block_188_303.jpg,34.55
Wild,45.2699557,20.7412795,2005,20,160.0,21000.0,52500.0,8.0,0.01,0.13,369.85,41.68,tile_block_204_289.jpg,91.41
Wild,45.4530215,20.8201236,2005,20,368.0,9600.0,24000.0,18.4,0.01,0.3,456.15,200.91,tile_block_164_301.jpg,61.8
Wild,45.3231769,20.9010435,2005,20,105.0,2000.0,5000.0,5.25,0.0,0.08,109.68,300.96,tile_block_192_314.jpg,28.21
Wild,45.4562088,20.699395,2005,20,250.0,7000.0,17500.0,12.5,0.01,0.2,233.5,330.61,tile_block_163_283.jpg,52.78
Wild,45.3239998,20.7338873,2005,20,85.0,4700.0,11750.0,4.25,0.0,0.07,321.79,179.86,tile_block_192_288.jpg,43.24
Wild,45.3908169,20.8023673,2005,20,400.0,2450.0,6125.0,20.0,0.01,0.32,74.78,452.31,tile_block_177_299.jpg,31.22
Wild,45.3839029,20.6852329,2005,20,60.0,1500.0,3750.0,3.0,0.0,0.05,118.77,167.23,tile_block_179_281.jpg,24.43
Wild,45.4022758,20.8786846,2005,20,56.0,1120.0,2800.0,2.8,0.0,0.05,418.63,215.12,tile_block_175_310.jpg,21.11
Wild,45.0226,20.3175,2005,20,15.0,550.0,1375.0,0.75,0.0,0.01,174.71,190.47,tile_block_257_224.jpg,14.79
Wild,44.9871,20.0556,2005,20,20.0,800.0,2000.0,1.0,0.0,0.02,487.13,342.84,tile_block_264_183.jpg,17.84
Wild,44.9374,20.2183,2005,20,13.0,300.0,750.0,0.65,0.0,0.01,460.03,368.44,tile_block_275_208.jpg,10.93
Wild,44.9603,20.2896,2005,20,15.0,550.0,1375.0,0.75,0.0,0.01,475.96,436.3,tile_block_270_219.jpg,14.79
Wild,45.0711,20.3165,2005,20,11.0,400.0,1000.0,0.55,0.0,0.01,141.41,434.03,tile_block_246_224.jpg,12.62
Wild,45.0673,20.3092,2005,20,5.0,250.0,625.0,0.25,0.0,0.0,75.17,339.29,tile_block_247_223.jpg,9.97
Wild,44.9384,20.1616,2005,20,5.0,160.0,400.0,0.25,0.0,0.0,83.48,212.67,tile_block_275_200.jpg,7.98
Wild,43.1841,21.7865,2005,20,1000.0,6000.0,15000.0,50.0,0.03,0.8,99.72,30.66,tile_block_656_454.jpg,48.86
Wild,43.1383,21.7993,2005,20,150.0,5000.0,12500.0,7.5,0.0,0.12,164.46,499.0,tile_block_665_456.jpg,44.6
Wild,43.224,21.775,2005,20,10.0,4000.0,10000.0,0.5,0.0,0.01,148.14,216.37,tile_block_647_452.jpg,39.89
Wild,43.1458,21.7077,2005,20,200.0,3000.0,7500.0,10.0,0.01,0.16,387.98,245.1,tile_block_664_441.jpg,34.55
Wild,43.1901,21.7627,2005,20,1800.0,7500.0,18750.0,90.0,0.06,1.45,207.54,406.24,tile_block_654_450.jpg,54.63
Wild,43.232,21.7306,2005,20,800.0,1000.0,2500.0,40.0,0.03,0.64,118.57,384.39,tile_block_645_445.jpg,19.95
Wild,43.2216,21.6586,2005,20,250.0,2000.0,5000.0,12.5,0.01,0.2,425.16,51.89,tile_block_648_433.jpg,28.21
Wild,43.1896,21.766,2005,20,1200.0,30000.0,75000.0,60.0,0.04,0.97,476.2,459.32,tile_block_654_450.jpg,109.25
Wild,43.216,21.7168,2005,20,50.0,3000.0,7500.0,2.5,0.0,0.04,37.21,122.94,tile_block_649_443.jpg,34.55
Wild,43.2201,21.7123,2005,20,50.0,5000.0,12500.0,2.5,0.0,0.04,179.83,182.74,tile_block_648_442.jpg,44.6
Wild,43.1946,21.7174,2005,20,1000.0,20000.0,50000.0,50.0,0.03,0.8,106.32,451.05,tile_block_653_443.jpg,89.21
Wild,43.5961,21.1722,2005,20,40.0,400.0,1000.0,2.0,0.0,0.03,260.29,129.45,tile_block_567_356.jpg,12.62
Wild,43.5448,21.1218,2005,20,50.0,300.0,750.0,2.5,0.0,0.04,296.56,201.99,tile_block_578_348.jpg,10.93
Wild,43.6064,21.0577,2005,20,10.0,150.0,375.0,0.5,0.0,0.01,233.52,22.32,tile_block_565_338.jpg,7.73
Wild,43.6126,21.0634,2005,20,22.0,200.0,500.0,1.1,0.0,0.02,181.0,357.41,tile_block_563_339.jpg,8.92
Wild,43.6287,21.075,2005,20,15.0,200.0,500.0,0.75,0.0,0.01,91.43,104.55,tile_block_560_341.jpg,8.92
Wild,43.6285,21.0962,2005,20,13.0,100.0,250.0,0.65,0.0,0.01,265.71,125.0,tile_block_560_344.jpg,6.31
Wild,43.6186,21.0502,2005,20,15.0,50.0,125.0,0.75,0.0,0.01,139.43,203.77,tile_block_562_337.jpg,4.46
Wild,43.6146,21.0496,2005,20,25.0,100.0,250.0,1.25,0.0,0.02,91.29,136.04,tile_block_563_337.jpg,6.31
Wild,43.702,21.1075,2005,20,10.0,50.0,125.0,0.5,0.0,0.01,142.74,152.88,tile_block_544_346.jpg,4.46
Wild,43.7194,21.0914,2005,20,15.0,120.0,300.0,0.75,0.0,0.01,379.36,269.96,tile_block_540_343.jpg,6.91
Wild,43.531,21.0724,2005,20,60.0,1000.0,2500.0,3.0,0.0,0.05,403.13,203.26,tile_block_581_340.jpg,19.95
Wild,43.6619,21.0696,2005,20,20.0,150.0,375.0,1.0,0.0,0.02,164.71,1.71,tile_block_553_340.jpg,7.73
Wild,43.5809,21.1309,2005,20,20.0,200.0,500.0,1.0,0.0,0.02,1.38,287.64,tile_block_570_350.jpg,8.92
Wild,43.6383,21.1323,2005,20,30.0,200.0,500.0,1.5,0.0,0.02,104.26,56.6,tile_block_558_350.jpg,8.92
Wild,43.6038,21.1239,2005,20,50.0,1500.0,3750.0,2.5,0.0,0.04,456.44,305.23,tile_block_565_348.jpg,24.43
Wild,42.5644,21.9733,2005,20,0.05,80.0,200.0,0.0,0.0,0.0,203.51,78.98,tile_block_790_485.jpg,5.64
Wild,42.5677,21.9699,2005,20,0.02,30.0,75.0,0.0,0.0,0.0,432.23,227.75,tile_block_789_484.jpg,3.45
Wild,42.6137,21.8743,2005,20,0.2,300.0,750.0,0.01,0.0,0.0,212.79,325.27,tile_block_779_469.jpg,10.93
Wild,42.6109,21.8742,2005,20,0.02,60.0,150.0,0.0,0.0,0.0,207.8,124.27,tile_block_780_469.jpg,4.89
Wild,42.7233,21.8553,2005,20,0.01,30.0,75.0,0.0,0.0,0.0,67.31,458.9,tile_block_755_466.jpg,3.45
Wild,42.4864,21.9558,2005,20,0.02,50.0,125.0,0.0,0.0,0.0,400.73,52.49,tile_block_807_482.jpg,4.46
Wild,42.5119,21.8742,2005,20,0.04,80.0,200.0,0.0,0.0,0.0,321.26,365.32,tile_block_801_469.jpg,5.64
Wild,42.5877,22.0127,2005,20,0.04,60.0,150.0,0.0,0.0,0.0,334.63,13.8,tile_block_785_491.jpg,4.89
Wild,42.5892,22.019,2005,20,0.05,70.0,175.0,0.0,0.0,0.0,337.56,353.03,tile_block_784_492.jpg,5.28
Wild,42.5862,22.0211,2005,20,0.03,60.0,150.0,0.0,0.0,0.0,1.88,172.08,tile_block_785_493.jpg,4.89
Wild,42.5411,22.1942,2005,20,0.2,250.0,625.0,0.01,0.0,0.0,452.13,386.23,tile_block_794_520.jpg,9.97
Wild,42.4987,21.8961,2005,20,0.1,220.0,550.0,0.01,0.0,0.0,87.86,276.27,tile_block_804_473.jpg,9.36
Wild,42.4982,21.9005,2005,20,0.05,50.0,125.0,0.0,0.0,0.0,450.0,327.96,tile_block_804_473.jpg,4.46
Wild,42.569,21.3137,2005,20,0.01,10.0,25.0,0.0,0.0,0.0,332.17,491.53,tile_block_789_379.jpg,1.99
Wild,42.5804,21.9395,2005,20,0.02,30.0,75.0,0.0,0.0,0.0,481.41,381.65,tile_block_786_479.jpg,3.45
Wild,42.5689,21.9192,2005,20,0.05,40.0,100.0,0.0,0.0,0.0,365.41,140.91,tile_block_789_476.jpg,3.99
Wild,42.5717,21.9371,2005,20,0.01,10.0,25.0,0.0,0.0,0.0,295.15,325.89,tile_block_788_479.jpg,1.99
Wild,42.5882,21.9665,2005,20,0.02,30.0,75.0,0.0,0.0,0.0,127.19,2.59,tile_block_785_484.jpg,3.45
Wild,42.5864,21.9665,2005,20,0.02,30.0,75.0,0.0,0.0,0.0,129.47,202.46,tile_block_785_484.jpg,3.45
Wild,42.6084,22.026,2005,20,0.02,30.0,75.0,0.0,0.0,0.0,374.07,262.09,tile_block_780_493.jpg,3.45
Wild,42.6029,22.0306,2005,20,0.03,60.0,150.0,0.0,0.0,0.0,246.82,356.23,tile_block_781_494.jpg,4.89
Wild,42.6079,22.0259,2005,20,0.12,50.0,125.0,0.01,0.0,0.0,366.54,317.71,tile_block_780_493.jpg,4.46
Wild,42.6095,22.0269,2005,20,0.06,50.0,125.0,0.0,0.0,0.0,446.41,139.04,tile_block_780_493.jpg,4.46
Wild,42.609,22.0261,2005,20,0.05,60.0,150.0,0.0,0.0,0.0,381.46,195.36,tile_block_780_493.jpg,4.89
Wild,42.4864,21.8507,2005,20,0.4,1500.0,3750.0,0.02,0.0,0.0,467.1,144.47,tile_block_807_465.jpg,24.43
Wild,42.501,21.8533,2005,20,0.2,500.0,1250.0,0.01,0.0,0.0,152.47,57.15,tile_block_804_466.jpg,14.1
Wild,42.4921,21.866,2005,20,0.2,100.0,250.0,0.01,0.0,0.0,182.07,10.82,tile_block_806_468.jpg,6.31
Wild,42.5928,22.0151,2005,20,0.01,20.0,50.0,0.0,0.0,0.0,12.77,469.12,tile_block_783_492.jpg,2.82
Wild,42.4775,21.8719,2005,20,0.2,400.0,1000.0,0.01,0.0,0.0,171.58,91.03,tile_block_809_469.jpg,12.62
Wild,42.4724,21.8388,2005,20,15.0,100.0,250.0,0.75,0.0,0.01,16.48,172.76,tile_block_810_464.jpg,6.31
Wild,42.5476,21.8661,2005,20,0.08,80.0,200.0,0.0,0.0,0.0,127.32,504.01,tile_block_793_468.jpg,5.64
Wild,42.5491,21.9221,2005,20,0.05,100.0,250.0,0.0,0.0,0.0,115.37,288.93,tile_block_793_477.jpg,6.31
Wild,42.5512,21.9338,2005,20,0.6,280.0,700.0,0.03,0.0,0.0,49.4,45.22,tile_block_793_479.jpg,10.56
Wild,42.5486,21.9243,2005,20,0.02,80.0,200.0,0.0,0.0,0.0,296.6,342.48,tile_block_793_477.jpg,5.64
Wild,42.4915,21.9437,2005,20,0.2,200.0,500.0,0.01,0.0,0.0,423.99,9.33,tile_block_806_480.jpg,8.92
Wild,42.6947,21.8659,2005,20,0.1,100.0,250.0,0.01,0.0,0.0,455.73,41.9,tile_block_762_467.jpg,6.31
Wild,42.5545,21.8797,2005,20,0.05,30.0,75.0,0.0,0.0,0.0,211.99,238.33,tile_block_792_470.jpg,3.45
Wild,42.5659,21.9037,2005,20,0.08,20.0,50.0,0.0,0.0,0.0,120.78,487.72,tile_block_789_474.jpg,2.82
Wild,42.5459,21.87,2005,20,0.3,250.0,625.0,0.01,0.0,0.0,449.47,177.5,tile_block_794_468.jpg,9.97
Wild,42.5564,21.8782,2005,20,0.02,30.0,75.0,0.0,0.0,0.0,86.66,28.63,tile_block_792_470.jpg,3.45
Wild,42.5538,21.9183,2005,20,1.2,500.0,1250.0,0.06,0.0,0.0,309.72,282.43,tile_block_792_476.jpg,14.1
Wild,42.5587,21.9179,2005,20,0.03,50.0,125.0,0.0,0.0,0.0,270.99,250.68,tile_block_791_476.jpg,4.46
Wild,42.5551,21.9169,2005,20,0.03,10.0,25.0,0.0,0.0,0.0,193.23,139.32,tile_block_792_476.jpg,1.99
Wild,42.5559,21.8828,2005,20,0.03,50.0,125.0,0.0,0.0,0.0,464.87,80.22,tile_block_792_470.jpg,4.46
Wild,42.5449,21.8735,2005,20,30.0,6000.0,15000.0,1.5,0.0,0.02,225.99,285.59,tile_block_794_469.jpg,48.86
Wild,42.5588,21.9191,2005,20,0.6,2000.0,5000.0,0.03,0.0,0.0,369.38,238.51,tile_block_791_476.jpg,28.21
Wild,42.5501,21.8865,2005,20,0.1,120.0,300.0,0.01,0.0,0.0,263.35,209.09,tile_block_793_471.jpg,6.91
Wild,42.5434,21.8682,2005,20,10.0,750.0,1875.0,0.5,0.0,0.01,304.52,456.62,tile_block_794_468.jpg,17.27
Wild,42.5454,21.8708,2005,20,20.0,150.0,375.0,1.0,0.0,0.02,3.72,232.35,tile_block_794_469.jpg,7.73
Wild,42.5624,21.91,2005,20,0.03,50.0,125.0,0.0,0.0,0.0,130.06,358.83,tile_block_790_475.jpg,4.46
Wild,42.5519,21.8849,2005,20,0.9,250.0,625.0,0.04,0.0,0.0,129.9,10.59,tile_block_793_471.jpg,9.97
Wild,42.5427,21.8686,2005,20,0.3,120.0,300.0,0.01,0.0,0.0,338.16,22.01,tile_block_795_468.jpg,6.91
Wild,42.5599,21.9207,2005,20,0.2,1000.0,2500.0,0.01,0.0,0.0,499.39,114.94,tile_block_791_476.jpg,19.95
Wild,42.5558,21.9136,2005,20,0.03,40.0,100.0,0.0,0.0,0.0,433.47,64.52,tile_block_792_475.jpg,3.99
Wild,42.5202,21.9144,2005,20,10.0,200.0,500.0,0.5,0.0,0.01,29.8,432.85,tile_block_799_476.jpg,8.92
Wild,42.554,21.9942,2005,20,0.04,80.0,200.0,0.0,0.0,0.0,396.6,189.88,tile_block_792_488.jpg,5.64
Wild,42.5607,21.9939,2005,20,0.04,70.0,175.0,0.0,0.0,0.0,363.24,470.2,tile_block_790_488.jpg,5.28
Wild,42.5729,21.9889,2005,20,0.03,100.0,250.0,0.0,0.0,0.0,448.98,144.3,tile_block_788_487.jpg,6.31
Wild,42.5669,21.9925,2005,20,0.01,30.0,75.0,0.0,0.0,0.0,240.25,295.09,tile_block_789_488.jpg,3.45
Wild,42.5463,22.0138,2005,20,0.02,60.0,150.0,0.0,0.0,0.0,479.92,1.83,tile_block_794_491.jpg,4.89
Wild,42.5556,21.9934,2005,20,0.02,60.0,150.0,0.0,0.0,0.0,328.84,12.99,tile_block_792_488.jpg,4.89
Wild,42.5572,21.9938,2005,20,0.02,50.0,125.0,0.0,0.0,0.0,359.59,346.94,tile_block_791_488.jpg,4.46
Wild,42.5182,21.7994,2005,20,0.01,20.0,50.0,0.0,0.0,0.0,313.74,238.42,tile_block_800_457.jpg,2.82
Wild,42.514,21.8021,2005,20,0.01,10.0,25.0,0.0,0.0,0.0,27.94,190.69,tile_block_801_458.jpg,1.99
Wild,42.5131,21.8095,2005,20,0.02,100.0,250.0,0.0,0.0,0.0,124.79,284.85,tile_block_801_459.jpg,6.31
Wild,42.5058,21.9188,2005,20,200.0,1500.0,3750.0,10.0,0.01,0.16,408.55,491.92,tile_block_802_476.jpg,24.43
Wild,42.5162,21.9232,2005,20,0.03,50.0,125.0,0.0,0.0,0.0,245.48,357.18,tile_block_800_477.jpg,4.46
Wild,42.5186,21.9122,2005,20,20.0,250.0,625.0,1.0,0.0,0.02,363.01,100.47,tile_block_800_475.jpg,9.97
Wild,42.5245,21.9333,2005,20,0.02,30.0,75.0,0.0,0.0,0.0,41.01,450.46,tile_block_798_479.jpg,3.45
Wild,42.5384,21.9339,2005,20,0.04,70.0,175.0,0.0,0.0,0.0,73.28,442.46,tile_block_795_479.jpg,5.28
Wild,44.67,21.48,2005,20,100.0,240.0,600.0,5.0,0.0,0.08,344.88,49.31,tile_block_334_403.jpg,9.77
Wild,44.68,21.5,2005,20,20.0,16.0,40.0,1.0,0.0,0.02,387.39,464.97,tile_block_331_406.jpg,2.52
Wild,44.7,21.37,2005,20,70.0,56.0,140.0,3.5,0.0,0.06,314.44,346.34,tile_block_327_386.jpg,4.72
Wild,44.71,21.39,2005,20,40000.0,2000.0,5000.0,2000.0,1.29,32.18,357.63,252.13,tile_block_325_389.jpg,28.21
Wild,44.74,21.43,2005,20,20000.0,1500.0,3750.0,1000.0,0.64,16.09,436.5,487.72,tile_block_318_395.jpg,24.43
Wild,44.73,21.41,2005,20,20000.0,1000.0,2500.0,1000.0,0.64,16.09,394.68,70.72,tile_block_321_392.jpg,19.95
Wild,44.74,21.48,2005,20,5.0,150.0,375.0,0.25,0.0,0.0,299.05,465.6,tile_block_318_403.jpg,7.73
Wild,44.73,21.45,2005,20,150.0,240.0,600.0,7.5,0.0,0.12,490.06,53.99,tile_block_321_398.jpg,9.77
Wild,44.72,21.34,2005,20,150.0,150.0,375.0,7.5,0.0,0.12,488.4,183.07,tile_block_323_381.jpg,7.73
Wild,44.72,21.34,2005,20,150.0,150.0,375.0,7.5,0.0,0.12,488.4,183.07,tile_block_323_381.jpg,7.73
Wild,44.72,21.34,2005,20,150.0,600.0,1500.0,7.5,0.0,0.12,488.4,183.07,tile_block_323_381.jpg,15.45
Wild,44.71,21.52,2005,20,30.0,100.0,250.0,1.5,0.0,0.02,415.17,194.6,tile_block_325_409.jpg,6.31
Wild,44.71,21.53,2005,20,2.0,20.0,50.0,0.1,0.0,0.0,183.29,189.5,tile_block_325_411.jpg,2.82
Wild,44.71,21.52,2005,20,5.0,50.0,125.0,0.25,0.0,0.0,415.17,194.6,tile_block_325_409.jpg,4.46
Wild,44.72,21.52,2005,20,1.0,10.0,25.0,0.05,0.0,0.0,408.08,107.78,tile_block_323_409.jpg,1.99
Wild,44.72,21.54,2005,20,1.0,10.0,25.0,0.05,0.0,0.0,456.05,97.47,tile_block_323_412.jpg,1.99
Wild,44.68,21.37,2005,20,80.0,1856.0,4640.0,4.0,0.0,0.06,324.53,7.97,tile_block_332_386.jpg,27.17
Wild,44.68,21.37,2005,20,320.0,10337.0,25842.5,16.0,0.01,0.26,324.53,7.97,tile_block_332_386.jpg,64.13
Wild,44.57,21.44,2005,20,40.0,220.0,550.0,2.0,0.0,0.03,306.14,423.2,tile_block_355_397.jpg,9.36
Wild,44.57,21.44,2005,20,100.0,393.0,982.5,5.0,0.0,0.08,306.14,423.2,tile_block_355_397.jpg,12.5
Wild,44.76,21.43,2005,20,15.0,12.0,30.0,0.75,0.0,0.01,424.76,314.07,tile_block_314_395.jpg,2.19
Wild,44.76,21.43,2005,20,15.0,12.0,30.0,0.75,0.0,0.01,424.76,314.07,tile_block_314_395.jpg,2.19
Wild,44.65,21.4,2005,20,10.0,2000.0,5000.0,0.5,0.0,0.01,158.46,257.16,tile_block_338_391.jpg,28.21
Wild,44.71,21.39,2005,20,125.0,100.0,250.0,6.25,0.0,0.1,357.63,252.13,tile_block_325_389.jpg,6.31
Wild,44.71,21.38,2005,20,375.0,300.0,750.0,18.75,0.01,0.3,77.51,255.88,tile_block_325_388.jpg,10.93
Wild,44.75,21.57,2005,20,375.0,300.0,750.0,18.75,0.01,0.3,248.66,332.81,tile_block_316_417.jpg,10.93
Wild,44.75,21.56,2005,20,625.0,500.0,1250.0,31.25,0.02,0.5,481.09,338.31,tile_block_316_415.jpg,14.1
Wild,44.75,21.56,2005,20,1250.0,1000.0,2500.0,62.5,0.04,1.01,481.09,338.31,tile_block_316_415.jpg,19.95
Wild,44.75,21.56,2005,20,2500.0,2000.0,5000.0,125.0,0.08,2.01,481.09,338.31,tile_block_316_415.jpg,28.21
Wild,44.76,21.56,2005,20,1500.0,1200.0,3000.0,75.0,0.05,1.21,473.44,251.48,tile_block_314_415.jpg,21.85
Wild,44.75,21.56,2005,20,1875.0,1500.0,3750.0,93.75,0.06,1.51,481.09,338.31,tile_block_316_415.jpg,24.43
Wild,44.75,21.57,2005,20,5000.0,4000.0,10000.0,250.0,0.16,4.02,248.66,332.81,tile_block_316_417.jpg,39.89
Wild,44.8,21.33,2005,20,300.0,240.0,600.0,15.0,0.01,0.24,172.37,3.71,tile_block_306_380.jpg,9.77
Wild,44.8,21.33,2005,20,50.0,40.0,100.0,2.5,0.0,0.04,172.37,3.71,tile_block_306_380.jpg,3.99
Wild,44.68,21.32,2005,20,30.0,200.0,500.0,1.5,0.0,0.02,457.89,24.75,tile_block_332_378.jpg,8.92
Wild,44.67,21.34,2005,20,20.0,60.0,150.0,1.0,0.0,0.02,511.58,105.14,tile_block_334_381.jpg,4.89
Wild,44.65,21.36,2005,20,45.0,500.0,1250.0,2.25,0.0,0.04,58.72,271.94,tile_block_338_385.jpg,14.1
Wild,44.64,21.5,2005,20,2500.0,2000.0,5000.0,125.0,0.08,2.01,414.64,300.2,tile_block_340_406.jpg,28.21
Wild,44.71,21.43,2005,20,63.0,50.0,125.0,3.15,0.0,0.05,454.1,236.18,tile_block_325_395.jpg,4.46
Wild,44.71,21.44,2005,20,250.0,200.0,500.0,12.5,0.01,0.2,222.22,231.95,tile_block_325_397.jpg,8.92
Wild,44.77,21.38,2005,20,20.0,150.0,375.0,1.0,0.0,0.02,46.39,246.94,tile_block_312_388.jpg,7.73
Wild,44.78,21.37,2005,20,10.0,20.0,50.0,0.5,0.0,0.01,274.04,163.76,tile_block_310_386.jpg,2.82
Wild,44.61,21.51,2005,20,500.0,400.0,1000.0,25.0,0.02,0.4,204.56,43.69,tile_block_347_408.jpg,12.62
Wild,44.62,21.48,2005,20,33.0,40.0,100.0,1.65,0.0,0.03,377.57,483.33,tile_block_344_403.jpg,3.99
Wild,44.62,21.48,2005,20,25.0,20.0,50.0,1.25,0.0,0.02,377.57,483.33,tile_block_344_403.jpg,2.82
Wild,44.7,21.39,2005,20,1250.0,1000.0,2500.0,62.5,0.04,1.01,362.95,338.95,tile_block_327_389.jpg,19.95
Wild,43.8764,20.1548,2005,20,4.0,500.0,1250.0,0.2,0.0,0.0,377.23,409.84,tile_block_505_196.jpg,14.1
Wild,43.71,20.4319,2005,20,3.0,500.0,1250.0,0.15,0.0,0.0,496.79,137.21,tile_block_542_239.jpg,14.1
Wild,43.7077,20.4151,2005,20,2.0,400.0,1000.0,0.1,0.0,0.0,165.52,383.24,tile_block_542_237.jpg,12.62
Wild,43.8329,20.1427,2005,20,3.0,200.0,500.0,0.15,0.0,0.0,379.01,111.18,tile_block_515_194.jpg,8.92
Wild,43.8552,20.1456,2005,20,3.0,4000.0,10000.0,0.15,0.0,0.0,125.76,196.83,tile_block_510_195.jpg,39.89
Wild,43.7163,20.3451,2005,20,4.0,1000.0,2500.0,0.2,0.0,0.0,165.38,409.94,tile_block_540_226.jpg,19.95
Wild,43.8079,20.2045,2005,20,5.0,1000.0,2500.0,0.25,0.0,0.0,200.99,377.43,tile_block_520_204.jpg,19.95
Wild,43.716,20.4122,2005,20,2.0,2000.0,5000.0,0.1,0.0,0.0,450.41,483.77,tile_block_540_236.jpg,28.21
Wild,44.2423,20.1757,2005,20,25.0,100.0,250.0,1.25,0.0,0.02,414.96,234.52,tile_block_426_200.jpg,6.31
Wild,44.2423,20.1757,2005,20,10.0,50.0,125.0,0.5,0.0,0.01,414.96,234.52,tile_block_426_200.jpg,4.46
Wild,44.2328,20.1718,2005,20,35.0,150.0,375.0,1.75,0.0,0.03,92.92,262.58,tile_block_428_200.jpg,7.73
Wild,44.1637,20.1653,2005,20,18.0,300.0,750.0,0.9,0.0,0.01,7.87,252.4,tile_block_443_199.jpg,10.93
Wild,44.1745,20.1553,2005,20,3.0,100.0,250.0,0.15,0.0,0.0,244.66,68.66,tile_block_441_197.jpg,6.31
Wild,44.2011,20.2301,2005,20,80.0,400.0,1000.0,4.0,0.0,0.06,107.77,244.87,tile_block_435_209.jpg,12.62
Wild,44.2159,20.1548,2005,20,3.0,100.0,250.0,0.15,0.0,0.0,251.98,77.87,tile_block_432_197.jpg,6.31
Wild,44.2322,20.2351,2005,20,3.0,80.0,200.0,0.15,0.0,0.0,27.45,378.25,tile_block_428_210.jpg,5.64
Wild,44.211,20.1352,2005,20,18.0,300.0,750.0,0.9,0.0,0.01,216.54,93.83,tile_block_433_194.jpg,10.93
Wild,44.2122,20.1528,2005,20,6.0,150.0,375.0,0.3,0.0,0.0,87.97,487.2,tile_block_432_197.jpg,7.73
Wild,44.2512,20.1847,2005,20,110.0,1000.0,2500.0,5.5,0.0,0.09,119.4,277.15,tile_block_424_202.jpg,19.95
Wild,44.243,20.1735,2005,20,20.0,150.0,375.0,1.0,0.0,0.02,240.08,155.0,tile_block_426_200.jpg,7.73
Wild,44.252,20.3334,2005,20,12.0,100.0,250.0,0.6,0.0,0.01,215.63,295.42,tile_block_424_225.jpg,6.31
Wild,44.2721,20.2415,2005,20,200.0,1200.0,3000.0,10.0,0.01,0.16,67.5,47.18,tile_block_420_211.jpg,21.85
